@YEAR,DOY,DAS,SRAA,TMAXA,TMINA,REFA,EOAA,EOPA,EOSA,ET,EPAA,ESAA,EFAA,EMAA,EOAC,ETAC,EPAC,ESAC,EFAC,EMAC,KCAA,KBSA,KEAA,ES1D,ES2D,ES3D,ES4D,ES5D,ES6D,ES7D,TRWUD,Date,LAID,AGB,SW1D,SW2D,SW3D,SW4D,SW5D,SW6D,SW7D,SW_Mean
2006,225,87,8.1,27.3,21.2,-99,1.865,1.547,0.353,1.859,1.547,0.272,0,0.041,521.03,277.8,161.35,116.07,0,0.38,-99,-99,-99,0.225,0.031,0.01,0.004,0.001,0.001,0.001,0.155,08/13/2006,6.138,5919,0.442,0.455,0.455,0.482,0.482,0.466,0.462,0.463428571
2006,226,88,27,26.2,15.4,-99,5.874,4.854,1.131,5.853,4.854,0.911,0,0.088,526.9,283.66,166.2,116.98,0,0.47,-99,-99,-99,0.056,0.113,0.169,0.175,0.095,0.151,0.152,0.485,08/14/2006,6.044,5976,0.443,0.455,0.455,0.482,0.482,0.466,0.466,0.464142857
2006,227,89,25.8,26.4,12.3,-99,5.488,4.542,1.051,5.468,4.542,0.856,0,0.07,532.39,289.12,170.74,117.84,0,0.54,-99,-99,-99,0.712,0.095,0.029,0.012,0.003,0.003,0.002,0.454,08/15/2006,5.912,6011,0.443,0.455,0.454,0.482,0.482,0.467,0.466,0.464142857
2006,228,90,13.3,27.4,16.7,-99,2.963,2.453,0.568,2.953,2.453,0.444,0,0.056,535.35,292.08,173.19,118.28,0,0.6,-99,-99,-99,0.368,0.05,0.015,0.006,0.002,0.002,0.001,0.245,08/16/2006,5.882,6152,0.44,0.443,0.442,0.473,0.475,0.463,0.464,0.457142857
2006,229,91,17.4,29.9,19.6,-99,4.075,3.364,0.796,4.062,3.364,0.606,0,0.092,539.43,296.14,176.56,118.89,0,0.69,-99,-99,-99,0.036,0.073,0.11,0.115,0.076,0.097,0.098,0.336,08/17/2006,5.823,6284,0.441,0.45,0.447,0.471,0.471,0.46,0.461,0.457285714
2006,230,92,17.6,28.6,21.1,-99,4.108,3.382,0.816,4.096,3.382,0.631,0,0.083,543.54,300.23,179.94,119.52,0,0.77,-99,-99,-99,0.038,0.076,0.114,0.119,0.08,0.101,0.102,0.338,08/18/2006,5.768,6443,0.441,0.448,0.447,0.47,0.468,0.458,0.458,0.455714286
2006,231,93,16.8,23.7,15.8,-99,3.558,2.916,0.721,3.545,2.916,0.538,0,0.091,547.09,303.78,182.86,120.06,0,0.86,-99,-99,-99,0.032,0.064,0.097,0.102,0.069,0.086,0.087,0.292,08/19/2006,5.694,6576,0.437,0.439,0.437,0.466,0.464,0.456,0.456,0.450714286
2006,232,94,20.4,26.1,14.7,-99,4.408,3.596,0.914,4.392,3.596,0.719,0,0.077,551.5,308.17,186.45,120.78,0,0.94,-99,-99,-99,0.598,0.079,0.024,0.01,0.003,0.003,0.002,0.36,08/20/2006,5.509,6557,0.443,0.456,0.456,0.482,0.481,0.46,0.458,0.462285714
2006,233,95,23.4,30.9,14.6,-99,5.339,4.342,1.128,5.322,4.342,0.921,0,0.06,556.84,313.49,190.79,121.7,0,1,-99,-99,-99,0.762,0.104,0.032,0.013,0.005,0.003,0.002,0.434,08/21/2006,5.444,6727,0.438,0.442,0.441,0.472,0.471,0.458,0.455,0.453857143
2006,234,96,24.8,29.4,16.4,-99,5.639,4.566,1.216,5.62,4.566,1,0,0.054,562.48,319.11,195.36,122.7,0,1.06,-99,-99,-99,0.822,0.116,0.036,0.015,0.005,0.004,0.002,0.457,08/22/2006,5.371,6897,0.435,0.431,0.43,0.467,0.466,0.455,0.453,0.448142857
2006,235,97,24.2,30.3,16.9,-99,5.578,4.493,1.234,5.56,4.493,1.018,0,0.049,568.06,324.67,199.85,123.72,0,1.1,-99,-99,-99,0.828,0.123,0.038,0.016,0.006,0.004,0.003,0.449,08/23/2006,5.262,6968,0.442,0.454,0.454,0.481,0.481,0.466,0.466,0.463428571
2006,236,98,22.2,32.2,19.3,-99,5.315,4.259,1.207,5.3,4.259,1.002,0,0.038,573.37,329.97,204.11,124.72,0,1.14,-99,-99,-99,0.806,0.127,0.04,0.017,0.006,0.005,0.003,0.426,08/24/2006,5.155,7066,0.443,0.452,0.451,0.478,0.478,0.464,0.464,0.461428571
2006,237,99,17.4,25.4,19.2,-99,3.859,3.073,0.899,3.846,3.073,0.744,0,0.03,577.23,333.82,207.19,125.46,0,1.17,-99,-99,-99,0.59,0.099,0.031,0.013,0.005,0.004,0.002,0.307,08/25/2006,5.046,7168,0.443,0.452,0.451,0.478,0.476,0.462,0.462,0.460571429
2006,238,100,16.2,25.3,16.9,-99,3.524,2.79,0.842,3.512,2.79,0.699,0,0.023,580.76,337.33,209.97,126.16,0,1.2,-99,-99,-99,0.55,0.095,0.03,0.013,0.005,0.004,0.002,0.279,08/26/2006,4.948,7272,0.439,0.445,0.444,0.472,0.47,0.459,0.459,0.455428571
2006,239,101,9.9,24,15.2,-99,2.092,1.646,0.512,2.084,1.646,0.42,0,0.018,582.85,339.42,211.62,126.58,0,1.21,-99,-99,-99,0.347,0.046,0.015,0.006,0.002,0.002,0.001,0.165,08/27/2006,4.857,7409,0.437,0.436,0.435,0.468,0.466,0.457,0.457,0.450857143
2006,240,102,4.8,18.7,16.7,-99,0.962,0.753,0.241,0.959,0.753,0.171,0,0.035,583.81,340.38,212.37,126.75,0,1.25,-99,-99,-99,0.146,0.016,0.005,0.002,0.001,0.001,0,0.075,08/28/2006,4.764,7550,0.425,0.425,0.423,0.463,0.461,0.455,0.455,0.443857143
2006,241,103,23.6,25.6,14.2,-99,5.049,3.928,1.295,5.031,3.928,0.979,0,0.124,588.86,345.41,216.3,127.73,0,1.37,-99,-99,-99,0.838,0.089,0.028,0.013,0.005,0.004,0.002,0.393,08/29/2006,4.665,7684,0.411,0.414,0.413,0.459,0.457,0.453,0.453,0.437142857
2006,242,104,24.9,26.3,10.1,-99,5.196,4.017,1.364,5.177,4.017,1.069,0,0.091,594.05,350.58,220.32,128.8,0,1.46,-99,-99,-99,0.909,0.101,0.032,0.015,0.006,0.004,0.003,0.402,08/30/2006,4.567,7815,0.396,0.403,0.401,0.455,0.452,0.452,0.451,0.43
2006,243,105,23.6,26.8,13.9,-99,5.107,3.927,1.369,5.089,3.927,1.095,0,0.067,599.16,355.67,224.25,129.89,0,1.53,-99,-99,-99,0.923,0.107,0.034,0.016,0.006,0.005,0.003,0.393,08/31/2006,4.469,7930,0.381,0.392,0.391,0.45,0.448,0.45,0.449,0.423
2006,244,106,18.6,26.6,14.3,-99,4.027,3.079,1.103,4.013,3.079,0.885,0,0.049,603.19,359.68,227.33,130.78,0,1.58,-99,-99,-99,0.738,0.091,0.029,0.014,0.005,0.004,0.003,0.308,09/01/2006,4.38,8038,0.371,0.384,0.383,0.447,0.445,0.449,0.448,0.418142857
2006,245,107,6.8,18.6,10.1,-99,1.283,0.975,0.359,1.278,0.975,0.267,0,0.036,604.47,360.96,228.3,131.05,0,1.62,-99,-99,-99,0.227,0.026,0.007,0.004,0.001,0.001,0.001,0.097,09/02/2006,4.295,8142,0.361,0.378,0.377,0.445,0.442,0.448,0.447,0.414
2006,246,108,15.5,22.4,5.7,-99,2.964,2.241,0.843,2.952,2.241,0.579,0,0.132,607.43,363.92,230.54,131.63,0,1.75,-99,-99,-99,0.04,0.067,0.079,0.103,0.077,0.105,0.106,0.224,09/03/2006,4.217,8206,0.438,0.411,0.372,0.443,0.441,0.447,0.446,0.428285714
2006,247,109,22.5,22.8,8.4,-99,4.43,3.335,1.279,4.413,3.335,0.96,0,0.117,611.86,368.33,233.88,132.59,0,1.87,-99,-99,-99,0.067,0.117,0.129,0.169,0.128,0.175,0.176,0.334,09/04/2006,4.125,8198,0.438,0.409,0.37,0.442,0.44,0.447,0.446,0.427428571
2006,248,110,22.3,26.6,10.9,-99,4.703,3.526,1.38,4.686,3.526,1.066,0,0.094,616.57,373.01,237.4,133.65,0,1.96,-99,-99,-99,0.914,0.105,0.024,0.012,0.005,0.004,0.002,0.353,09/05/2006,4.063,8338,0.424,0.4,0.361,0.438,0.436,0.445,0.444,0.421142857
2006,249,111,21,27.7,9.6,-99,4.44,3.311,1.325,4.424,3.311,1.045,0,0.068,621.01,377.44,240.71,134.7,0,2.03,-99,-99,-99,0.889,0.107,0.025,0.012,0.005,0.004,0.003,0.331,09/06/2006,4.008,8487,0.408,0.389,0.351,0.434,0.432,0.443,0.442,0.414142857
2006,250,112,21.5,27.2,11.6,-99,4.589,3.407,1.391,4.574,3.407,1.118,0,0.048,625.6,382.01,244.12,135.81,0,2.08,-99,-99,-99,0.944,0.118,0.029,0.014,0.006,0.005,0.003,0.341,09/07/2006,3.95,8628,0.393,0.38,0.341,0.43,0.428,0.442,0.441,0.407857143
2006,251,113,20.7,27.8,9.8,-99,4.385,3.24,1.349,4.37,3.24,1.095,0,0.035,629.98,386.38,247.36,136.91,0,2.11,-99,-99,-99,0.915,0.121,0.03,0.015,0.006,0.005,0.003,0.324,09/08/2006,3.891,8747,0.38,0.371,0.333,0.427,0.424,0.44,0.44,0.402142857
2006,252,114,6.4,21.2,14.7,-99,1.3,0.956,0.406,1.296,0.956,0.314,0,0.025,631.28,387.68,248.32,137.22,0,2.14,-99,-99,-99,0.264,0.035,0.008,0.004,0.002,0.001,0.001,0.096,09/09/2006,3.838,8772,0.441,0.444,0.331,0.426,0.423,0.44,0.439,0.420571429
2006,253,115,2.3,19,16.1,-99,0.461,0.337,0.146,0.459,0.337,0.098,0,0.024,631.74,388.14,248.65,137.32,0,2.16,-99,-99,-99,0.007,0.013,0.016,0.015,0.012,0.017,0.017,0.034,09/10/2006,3.799,8845,0.442,0.443,0.327,0.423,0.42,0.439,0.438,0.418857143
2006,254,116,4.7,16.4,13.5,-99,0.889,0.649,0.283,0.886,0.649,0.19,0,0.047,632.63,389.02,249.3,137.51,0,2.21,-99,-99,-99,0.012,0.025,0.037,0.028,0.023,0.032,0.032,0.065,09/11/2006,3.753,8946,0.437,0.435,0.321,0.419,0.416,0.436,0.435,0.414142857
2006,255,117,18,22,9.9,-99,3.553,2.584,1.146,3.54,2.584,0.801,0,0.155,636.19,392.56,251.89,138.31,0,2.36,-99,-99,-99,0.052,0.105,0.157,0.119,0.097,0.135,0.136,0.258,09/12/2006,3.701,9081,0.423,0.423,0.317,0.414,0.411,0.435,0.433,0.408
2006,256,118,21.3,26,7.6,-99,4.339,3.144,1.416,4.323,3.144,1.071,0,0.108,640.52,396.88,255.03,139.38,0,2.47,-99,-99,-99,0.896,0.119,0.036,0.01,0.004,0.004,0.002,0.314,09/13/2006,3.649,9230,0.406,0.411,0.314,0.41,0.406,0.433,0.431,0.401571429
2006,257,119,20.9,28.4,13.4,-99,4.598,3.043,1.854,4.585,3.043,1.466,0,0.076,645.12,401.47,258.07,140.85,0,2.55,-99,-99,-99,1.217,0.169,0.051,0.015,0.006,0.005,0.003,0.304,09/14/2006,3.596,9378,0.389,0.4,0.311,0.405,0.402,0.431,0.429,0.395285714
2006,258,120,8.9,28,15.4,-99,1.966,1.214,0.937,1.961,1.214,0.686,0,0.061,647.09,403.43,259.29,141.54,0,2.61,-99,-99,-99,0.57,0.079,0.023,0.007,0.003,0.002,0.002,0.121,09/15/2006,3.544,9525,0.372,0.388,0.308,0.4,0.397,0.429,0.428,0.388857143
2006,259,121,20.1,32.4,19.8,-99,4.787,2.768,2.607,4.778,2.768,1.744,0,0.265,651.88,408.21,262.06,143.28,0,2.87,-99,-99,-99,0.108,0.216,0.313,0.285,0.264,0.278,0.28,0.277,09/16/2006,2.819,9082,0.44,0.457,0.339,0.399,0.396,0.428,0.427,0.412285714
2006,260,122,22.3,20.5,9.2,-99,4.204,2.089,2.545,3.997,2.089,1.678,0,0.231,656.08,412.21,264.14,144.96,0,3.1,-99,-99,-99,0.097,0.192,0.288,0.304,0.295,0.25,0.251,0.209,09/17/2006,2.249,8695,0.444,0.459,0.459,0.451,0.396,0.428,0.427,0.437714286
2006,261,123,15.8,16,6.2,-99,2.696,1.135,1.846,2.489,1.135,1.198,0,0.156,658.78,414.7,265.28,146.16,0,3.26,-99,-99,-99,0.996,0.132,0.04,0.016,0.008,0.004,0.003,0.113,09/18/2006,1.791,8401,0.443,0.455,0.456,0.455,0.395,0.428,0.426,0.436857143
2006,262,124,20.7,17.4,6.9,-99,3.594,1.268,2.692,3.208,1.268,1.837,0,0.103,662.37,417.9,266.55,147.99,0,3.36,-99,-99,-99,1.512,0.21,0.065,0.026,0.013,0.007,0.004,0.127,09/19/2006,1.42,8219,0.439,0.451,0.448,0.454,0.392,0.426,0.424,0.433428571
2006,263,125,20.3,20,4.2,-99,3.53,1.033,2.825,2.989,1.033,1.888,0,0.069,665.9,420.89,267.58,149.88,0,3.43,-99,-99,-99,1.528,0.232,0.072,0.029,0.015,0.007,0.005,0.103,09/20/2006,1.126,8103,0.437,0.445,0.44,0.45,0.388,0.423,0.422,0.429285714
2006,264,126,1.2,15.1,13,-99,0.21,0.05,0.176,0.174,0.05,0.077,0,0.047,666.11,421.07,267.63,149.96,0,3.48,-99,-99,-99,0.004,0.009,0.013,0.014,0.013,0.013,0.011,0.005,09/21/2006,0.892,8016,0.409,0.439,0.435,0.447,0.385,0.422,0.421,0.422571429
2006,265,127,16,22,10.3,-99,2.988,0.591,2.608,2.402,0.591,1.304,0,0.506,669.1,423.47,268.22,151.26,0,3.98,-99,-99,-99,0.071,0.142,0.213,0.221,0.221,0.256,0.181,0.059,09/22/2006,0.708,7902,0.433,0.458,0.447,0.447,0.385,0.422,0.421,0.430428571
2006,266,128,6,15,7.6,-99,0.987,0.159,0.887,0.769,0.159,0.344,0,0.267,670.08,424.24,268.38,151.61,0,4.25,-99,-99,-99,0.019,0.037,0.056,0.058,0.058,0.068,0.048,0.016,09/23/2006,0.561,7828,0.442,0.455,0.455,0.481,0.481,0.465,0.443,0.460285714
2006,267,129,19.9,21,7.4,-99,3.536,0.463,3.25,2.685,0.463,2.053,0,0.17,673.62,426.92,268.84,153.66,0,4.42,-99,-99,-99,0.112,0.223,0.334,0.347,0.346,0.407,0.285,0.046,09/24/2006,0.445,7763,0.438,0.45,0.45,0.473,0.473,0.459,0.453,0.456571429
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.354,7692,0.436,0.448,0.448,0.472,0.472,0.458,0.451,0.455
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282,7637,0.434,0.445,0.445,0.469,0.469,0.456,0.449,0.452428571
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.224,7591,0.405,0.441,0.443,0.468,0.468,0.456,0.449,0.447142857
