,@YEAR,DOY,DAS,SRAA,TMAXA,TMINA,REFA,EOAA,EOPA,EOSA,ETAA,EPAA,ESAA,EFAA,EMAA,EOAC,ETAC,EPAC,ESAC,EFAC,EMAC,KCAA,KBSA,KEAA,ES1D,ES2D,ES3D,ES4D,ES5D,ES6D,ES7D,TRWUD,Date,Unnamed: 0_x,DAP,L#SD,GSTD,LAID,LWAD,SWAD,GWAD,RWAD,VWAD,CWAD,G#AD,GWGD,HIAD,PWAD,P#AD,WSPD,WSGD,NSTD,EWSD,PST1A,PST2A,KSTD,LN%D,SH%D,HIPD,PWDD,PWTD,SLAD,CHTD,CWID,RDPD,RL1D,RL2D,RL3D,RL4D,RL5D,RL6D,RL7D,CDAD,LDAD,SDAD,SNW0C,SNW1C,DTTD,SWTD,SWXD,ROFC,DRNC,PREC,IR#C,IRRC,DTWT,MWTD,TDFD,TDFC,ROFD,SW1D,SW2D,SW3D,SW4D,SW5D,SW6D,SW7D,Formatted_Date
37,2007,160,39,30.6,28.8,10.4,-99.0,7.366,2.207,5.145,3.812,2.207,1.605,0.0,0.0,209.84,122.82,18.07,104.75,0.0,0.0,-99.0,-99.0,-99.0,1.229,0.237,0.075,0.031,0.016,0.011,0.006,0.221,2007-06-09,2007-06-09,37,9.0,3,0.65,285,30,0,704,315,315,0,0.0,0.0,0,0,0.0,0.0,0.0,0.101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,228.5,0.16,0.0,0.56,2.67,2.65,2.57,0.86,0.29,0.0,0.0,0,0,0,0,0,14.16,428,170,41,23,190,0,0,100,0.0,0.0,0.0,0.0,0.282,0.412,0.423,0.464,0.466,0.43,0.417,09/06/2007
38,2007,161,40,26.2,30.6,16.6,-99.0,6.688,2.28,4.395,3.718,2.28,1.438,0.0,0.0,216.53,126.54,20.35,106.19,0.0,0.0,-99.0,-99.0,-99.0,1.069,0.231,0.074,0.03,0.016,0.011,0.006,0.228,2007-06-10,2007-06-10,38,9.0,3,0.78,354,31,0,766,385,385,0,0.0,0.0,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0,0,219.7,0.19,0.0,0.58,2.71,2.85,2.77,0.95,0.38,0.0,0.0,0,0,0,0,0,17.22,424,167,41,23,190,0,0,100,0.0,0.0,0.0,0.0,0.26,0.401,0.415,0.462,0.466,0.43,0.417,10/06/2007
39,2007,162,41,24.4,29.5,18.0,-99.0,6.152,2.416,3.723,3.731,2.416,1.315,0.0,0.0,222.68,130.27,22.77,107.5,0.0,0.0,-99.0,-99.0,-99.0,0.956,0.224,0.072,0.03,0.016,0.011,0.006,0.242,2007-06-11,2007-06-11,39,9.0,3,0.91,431,32,0,830,463,463,0,0.0,0.0,0,0,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0,0,212.0,0.22,0.0,0.6,2.63,3.07,2.99,1.05,0.51,0.0,0.0,0,0,0,0,0,16.97,420,163,41,23,190,0,0,100,0.0,0.0,0.0,0.0,0.24,0.391,0.407,0.46,0.465,0.43,0.417,11/06/2007
40,2007,163,42,20.8,29.9,18.3,-99.0,5.228,2.316,2.9,3.847,2.316,1.532,0.0,0.0,227.91,134.12,25.08,109.04,0.0,0.0,-99.0,-99.0,-99.0,1.181,0.217,0.07,0.03,0.016,0.011,0.006,0.232,2007-06-12,2007-06-12,40,9.0,3,1.06,516,35,0,885,552,552,0,0.0,0.0,0,0,0.0,0.0,0.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0,0,205.0,0.25,0.0,0.62,2.78,3.2,3.13,1.11,0.6,0.0,0.0,0,0,0,0,0,17.11,423,166,41,23,197,0,0,100,0.0,0.0,0.0,0.0,0.344,0.381,0.399,0.458,0.464,0.429,0.417,12/06/2007
41,2007,164,43,6.1,23.4,20.4,-99.0,1.443,0.71,0.729,1.439,0.71,0.729,0.0,0.0,229.35,135.56,25.79,109.76,0.0,0.0,-99.0,-99.0,-99.0,0.594,0.086,0.026,0.011,0.006,0.004,0.002,0.071,2007-06-13,2007-06-13,41,10.0,3,1.15,574,38,0,884,612,612,0,0.0,0.0,0,0,0.0,0.0,0.0,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0,0,201.0,0.28,0.0,0.63,2.76,3.18,3.11,1.1,0.6,0.0,0.0,0,0,0,0,0,13.93,440,183,43,23,217,0,0,100,0.0,0.0,0.0,1.82,0.431,0.457,0.436,0.457,0.464,0.429,0.417,13/06/2007
42,2007,165,44,21.4,27.9,18.9,-99.0,5.263,2.747,2.501,5.248,2.747,2.501,0.0,0.0,234.62,140.8,28.54,112.27,0.0,0.0,-99.0,-99.0,-99.0,0.126,0.264,0.381,0.386,0.393,0.484,0.467,0.275,2007-06-14,2007-06-14,42,10.0,3,1.31,670,44,0,952,715,715,0,0.0,0.0,0,0,0.0,0.0,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0,0,195.2,0.31,0.0,0.65,3.08,3.5,3.42,1.23,0.74,0.02,0.0,0,0,0,0,0,16.21,438,181,43,23,221,0,0,100,0.0,0.0,0.0,0.07,0.435,0.449,0.443,0.452,0.46,0.427,0.415,14/06/2007
43,2007,166,45,28.0,31.0,18.2,-99.0,7.032,3.988,3.022,6.229,3.988,2.241,0.0,0.0,241.65,147.03,32.53,114.51,0.0,0.0,-99.0,-99.0,-99.0,1.844,0.257,0.078,0.03,0.016,0.011,0.006,0.399,2007-06-15,2007-06-15,43,10.0,3,1.46,766,52,0,1072,819,819,0,0.0,0.0,0,0,0.0,0.0,0.0,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0,0,190.3,0.35,0.0,0.66,3.62,4.0,3.97,1.45,0.96,0.05,0.0,0,0,0,0,0,18.21,432,175,43,23,221,0,0,100,0.0,0.0,0.0,0.0,0.389,0.436,0.431,0.449,0.458,0.427,0.415,15/06/2007
44,2007,167,46,28.1,31.8,18.5,-99.0,7.069,4.288,2.759,6.281,4.288,1.993,0.0,0.0,248.72,153.31,36.81,116.5,0.0,0.0,-99.0,-99.0,-99.0,1.609,0.247,0.075,0.029,0.016,0.011,0.006,0.429,2007-06-16,2007-06-16,44,11.0,3,1.66,896,68,0,1183,964,964,0,0.0,0.0,0,0,0.0,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0,0,184.7,0.4,0.0,0.68,4.0,4.0,4.0,1.66,1.16,0.09,0.0,0,0,0,0,0,18.83,426,169,43,23,221,0,0,100,0.0,0.0,0.0,0.0,0.344,0.424,0.42,0.444,0.456,0.427,0.415,16/06/2007
45,2007,168,47,24.4,29.9,19.6,-99.0,6.001,3.918,2.062,5.673,3.918,1.754,0.0,0.0,254.72,158.99,40.73,118.25,0.0,0.0,-99.0,-99.0,-99.0,1.381,0.239,0.073,0.029,0.015,0.011,0.006,0.392,2007-06-17,2007-06-17,45,11.0,3,1.85,1029,87,0,1277,1116,1116,0,0.0,0.0,0,0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0,0,179.9,0.44,0.0,0.7,4.0,4.0,4.0,1.83,1.34,0.14,0.0,0,0,0,0,0,16.75,420,163,43,23,221,0,0,100,0.0,0.0,0.0,0.0,0.306,0.413,0.41,0.439,0.453,0.426,0.415,17/06/2007
46,2007,169,48,12.5,26.5,15.1,-99.0,2.836,1.965,0.859,2.824,1.965,0.859,0.0,0.0,257.55,161.81,42.7,119.11,0.0,0.0,-99.0,-99.0,-99.0,0.658,0.128,0.039,0.016,0.009,0.006,0.004,0.197,2007-06-18,2007-06-18,46,11.0,3,2.01,1138,105,0,1303,1243,1243,0,0.0,0.0,0,0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0,0,176.5,0.48,0.0,0.71,4.0,4.0,4.0,1.88,1.39,0.15,0.0,0,0,0,0,0,12.8,417,160,43,23,221,0,0,100,0.0,0.0,0.0,0.0,0.29,0.407,0.405,0.437,0.452,0.426,0.415,18/06/2007
47,2007,170,49,24.3,28.1,12.5,-99.0,5.475,3.952,1.499,5.418,3.952,1.466,0.0,0.0,263.03,167.23,46.65,120.58,0.0,0.0,-99.0,-99.0,-99.0,1.108,0.227,0.07,0.028,0.015,0.011,0.006,0.395,2007-06-19,2007-06-19,47,11.0,3,2.17,1250,127,0,1423,1376,1376,0,0.0,0.0,0,0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0,0,173.3,0.52,0.0,0.72,4.0,4.0,4.0,2.11,1.62,0.22,0.0,0,0,0,0,0,12.3,412,155,43,23,221,0,0,100,0.0,0.0,0.0,0.0,0.265,0.394,0.394,0.432,0.448,0.426,0.415,19/06/2007
48,2007,171,50,29.0,31.1,14.9,-99.0,6.855,5.131,1.695,6.462,5.131,1.331,0.0,0.0,269.88,173.69,51.78,121.91,0.0,0.0,-99.0,-99.0,-99.0,0.984,0.219,0.068,0.028,0.015,0.011,0.006,0.513,2007-06-20,2007-06-20,48,12.0,3,2.4,1417,165,0,1551,1582,1582,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,169.1,0.57,0.0,0.73,4.0,4.0,4.0,2.36,1.88,0.3,0.0,0,0,0,0,0,15.0,405,148,43,23,221,0,0,100,0.0,0.0,0.0,0.0,0.245,0.379,0.381,0.425,0.443,0.425,0.415,20/06/2007
49,2007,172,51,27.4,32.5,19.7,-99.0,6.771,5.303,1.442,6.508,5.294,1.214,0.0,0.0,276.65,180.2,57.07,123.12,0.0,0.0,-99.0,-99.0,-99.0,0.882,0.208,0.065,0.027,0.015,0.011,0.006,0.529,2007-06-21,2007-06-21,49,12.0,3,2.68,1625,220,0,1647,1846,1846,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,164.7,0.64,0.0,0.75,3.98,4.0,4.0,2.55,2.07,0.38,0.0,0,0,0,0,0,18.1,399,142,43,23,221,0,0,100,0.0,0.0,0.0,0.0,0.227,0.365,0.368,0.417,0.438,0.424,0.414,21/06/2007
50,2007,173,52,18.1,31.1,20.5,-99.0,4.407,3.605,0.784,4.389,3.605,0.784,0.0,0.0,281.06,184.59,60.68,123.91,0.0,0.0,-99.0,-99.0,-99.0,0.592,0.119,0.037,0.016,0.009,0.006,0.004,0.361,2007-06-22,2007-06-22,50,12.0,3,2.95,1835,286,0,1663,2121,2121,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,160.8,0.7,0.0,0.76,4.0,4.0,4.0,2.58,2.1,0.39,0.0,0,0,0,0,0,17.8,398,141,43,23,225,0,0,100,0.0,0.0,0.0,0.0,0.291,0.355,0.36,0.412,0.433,0.423,0.414,22/06/2007
51,2007,174,53,21.0,27.1,17.1,-99.0,4.753,4.022,0.708,4.73,4.022,0.708,0.0,0.0,285.81,189.32,64.7,124.62,0.0,0.0,-99.0,-99.0,-99.0,0.554,0.095,0.03,0.013,0.007,0.005,0.003,0.402,2007-06-23,2007-06-23,51,13.0,3,3.17,2006,346,0,1733,2352,2352,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,158.1,0.76,0.0,0.78,4.0,4.0,4.0,2.71,2.23,0.45,0.0,0,0,0,0,0,14.1,394,136,43,23,225,0,0,100,0.0,0.0,0.0,0.0,0.278,0.345,0.351,0.406,0.429,0.422,0.414,23/06/2007
52,2007,175,54,28.3,30.2,15.0,-99.0,6.511,5.637,0.842,6.479,5.637,0.842,0.0,0.0,292.33,195.79,70.34,125.46,0.0,0.0,-99.0,-99.0,-99.0,0.654,0.116,0.036,0.016,0.009,0.007,0.004,0.564,2007-06-24,2007-06-24,52,13.0,3,3.4,2185,417,0,1866,2602,2602,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,155.4,0.81,0.0,0.79,4.0,4.0,4.0,2.95,2.47,0.57,0.0,0,0,0,0,0,14.6,387,130,43,23,225,0,0,100,0.0,0.0,0.0,0.0,0.264,0.332,0.338,0.398,0.422,0.421,0.414,24/06/2007
53,2007,176,55,28.2,32.2,19.8,-99.0,6.85,6.054,0.766,6.82,6.054,0.766,0.0,0.0,299.18,202.61,76.39,126.22,0.0,0.0,-99.0,-99.0,-99.0,0.591,0.107,0.034,0.015,0.009,0.006,0.004,0.605,2007-06-25,2007-06-25,53,13.0,3,3.68,2410,519,0,1964,2929,2929,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,152.5,0.88,0.0,0.81,4.0,4.0,4.0,3.13,2.66,0.67,0.0,0,0,0,0,0,18.0,380,123,43,23,225,0,0,100,0.0,0.0,0.0,0.0,0.251,0.319,0.325,0.389,0.414,0.419,0.414,25/06/2007
54,2007,177,56,28.0,31.1,20.8,-99.0,6.752,6.091,0.63,6.722,6.091,0.63,0.0,0.0,305.93,209.34,82.48,126.85,0.0,0.0,-99.0,-99.0,-99.0,0.485,0.089,0.028,0.013,0.007,0.006,0.003,0.609,2007-06-26,2007-06-26,54,13.0,3,3.95,2639,635,0,2055,3275,3275,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,149.8,0.94,0.0,0.82,4.0,4.0,4.0,3.31,2.84,0.76,0.01,0,0,0,0,0,17.95,374,116,43,23,225,0,0,100,0.0,0.0,0.0,0.0,0.241,0.31,0.314,0.377,0.404,0.417,0.414,26/06/2007
55,2007,178,57,21.4,28.0,18.4,-99.0,4.89,4.484,0.382,4.865,4.484,0.382,0.0,0.0,310.82,214.2,86.97,127.23,0.0,0.0,-99.0,-99.0,-99.0,0.292,0.055,0.017,0.008,0.005,0.004,0.002,0.448,2007-06-27,2007-06-27,55,14.0,3,4.19,2837,746,0,2103,3583,3583,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,147.7,1.0,0.0,0.84,3.98,4.0,4.0,3.4,2.93,0.81,0.02,0,0,0,0,0,15.2,369,112,43,23,225,0,0,100,0.0,0.0,0.0,0.0,0.235,0.306,0.309,0.367,0.395,0.414,0.414,27/06/2007
56,2007,179,58,24.7,24.9,15.2,-99.0,5.303,4.917,0.355,5.273,4.917,0.355,0.0,0.0,316.12,219.47,91.88,127.59,0.0,0.0,-99.0,-99.0,-99.0,0.288,0.045,0.012,0.005,0.003,0.002,0.001,0.492,2007-06-28,2007-06-28,56,14.0,3,4.37,2995,843,0,2214,3838,3838,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,145.9,1.04,0.0,0.85,4.0,4.0,4.0,3.59,3.12,0.91,0.04,0,0,0,0,0,12.05,400,143,43,23,231,1,30,100,0.0,0.0,0.0,0.0,0.439,0.456,0.376,0.355,0.385,0.411,0.414,28/06/2007
57,2007,180,59,25.0,26.5,12.2,-99.0,5.342,4.992,0.319,5.31,4.992,0.319,0.0,0.0,321.46,224.79,96.88,127.91,0.0,0.0,-99.0,-99.0,-99.0,0.018,0.038,0.045,0.04,0.045,0.066,0.067,0.499,2007-06-29,2007-06-29,57,14.0,3,4.53,3146,941,0,2331,4087,4087,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,144.1,1.08,0.0,0.86,4.0,4.0,4.0,3.79,3.32,1.01,0.07,0,0,0,0,0,11.35,395,138,43,23,231,1,30,100,0.0,0.0,0.0,0.0,0.429,0.444,0.368,0.35,0.377,0.409,0.414,29/06/2007
58,2007,181,60,30.5,27.5,13.1,-99.0,6.637,6.242,0.356,6.599,6.242,0.356,0.0,0.0,328.1,231.38,103.12,128.27,0.0,0.0,-99.0,-99.0,-99.0,0.02,0.041,0.055,0.047,0.048,0.072,0.073,0.624,2007-06-30,2007-06-30,58,14.0,3,4.68,3286,1039,0,2510,4325,4325,0,0.0,0.0,0,0,0.0,0.0,0.0,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,142.3,1.12,0.0,0.87,4.0,4.0,4.0,4.0,3.63,1.16,0.12,0,0,0,0,0,12.3,412,154,50,23,262,1,30,100,0.0,0.0,0.0,7.55,0.433,0.448,0.448,0.394,0.367,0.406,0.413,30/06/2007
59,2007,182,61,27.9,28.2,14.1,-99.0,6.165,5.828,0.302,6.131,5.828,0.302,0.0,0.0,334.27,237.51,108.95,128.57,0.0,0.0,-99.0,-99.0,-99.0,0.249,0.035,0.011,0.003,0.002,0.001,0.001,0.583,2007-07-01,2007-07-01,59,15.0,3,5.01,3600,1237,0,2526,4838,4838,0,0.0,0.0,0,0,0.0,0.0,0.0,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,139.1,1.2,0.0,0.88,4.0,4.0,4.0,4.0,3.66,1.18,0.13,0,0,0,0,0,13.15,405,148,50,23,262,1,30,100,0.0,0.0,0.0,0.0,0.424,0.444,0.438,0.383,0.358,0.403,0.413,01/07/2007
60,2007,183,62,25.5,28.2,17.3,-99.0,5.767,5.508,0.228,5.736,5.508,0.228,0.0,0.0,340.03,243.25,114.45,128.8,0.0,0.0,-99.0,-99.0,-99.0,0.188,0.026,0.008,0.003,0.001,0.001,0.001,0.551,2007-07-02,2007-07-02,60,15.0,3,5.22,3826,1484,0,2540,5310,5310,0,0.0,0.0,0,0,0.0,0.0,0.0,0.312,0.0,0.0,0.0,0.0,0.0,0.0,0,0,136.4,1.25,0.0,0.89,4.0,4.0,4.0,4.0,3.68,1.2,0.14,0,0,0,0,0,14.75,430,173,50,23,262,2,60,100,0.0,0.0,0.0,0.0,0.435,0.455,0.45,0.474,0.41,0.4,0.413,02/07/2007
61,2007,184,63,26.5,31.0,19.6,-99.0,6.284,6.036,0.217,6.253,6.036,0.217,0.0,0.0,346.32,249.5,120.49,129.01,0.0,0.0,-99.0,-99.0,-99.0,0.011,0.023,0.035,0.036,0.03,0.04,0.041,0.604,2007-07-03,2007-07-03,61,15.0,3,5.39,4027,1776,0,2554,5803,5803,0,0.0,0.0,0,0,0.0,0.0,0.0,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0,0,133.8,1.29,0.0,0.91,4.0,4.0,4.0,4.0,3.71,1.21,0.15,0,0,0,0,0,17.3,423,166,50,23,262,2,60,100,0.0,0.0,0.0,0.0,0.431,0.451,0.444,0.46,0.398,0.395,0.412,03/07/2007
62,2007,185,64,28.6,31.1,19.5,-99.0,6.782,6.538,0.21,6.748,6.538,0.21,0.0,0.0,353.1,256.25,127.03,129.22,0.0,0.0,-99.0,-99.0,-99.0,0.172,0.024,0.007,0.003,0.001,0.001,0.001,0.654,2007-07-04,2007-07-04,62,15.0,3,5.54,4220,2109,0,2575,6330,6330,0,0.0,0.0,0,0,0.0,0.0,0.0,0.213,0.0,0.0,0.0,0.0,0.0,0.0,0,0,131.2,1.32,0.0,0.92,4.0,4.0,4.0,4.0,3.74,1.23,0.17,0,0,0,0,0,17.3,417,160,50,23,262,2,60,100,0.0,0.0,0.0,0.0,0.423,0.446,0.438,0.446,0.385,0.391,0.411,04/07/2007
63,2007,186,65,29.9,31.9,16.7,-99.0,7.005,6.772,0.197,6.969,6.772,0.197,0.0,0.0,360.11,263.22,133.8,129.42,0.0,0.0,-99.0,-99.0,-99.0,0.01,0.021,0.031,0.032,0.029,0.035,0.037,0.677,2007-07-05,2007-07-05,63,16.0,3,5.6,4336,2336,0,2702,6672,6672,0,0.0,0.0,0,0,0.0,0.0,0.0,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0,0,129.0,1.34,0.0,0.94,4.0,4.0,4.0,4.0,3.95,1.34,0.25,0,0,0,0,0,16.3,434,177,58,23,294,2,60,100,0.0,0.0,0.0,7.83,0.437,0.454,0.452,0.471,0.457,0.387,0.411,05/07/2007
64,2007,187,66,28.6,32.0,18.8,-99.0,6.81,6.592,0.184,6.776,6.592,0.184,0.0,0.0,366.92,270.0,140.39,129.6,0.0,0.0,-99.0,-99.0,-99.0,0.009,0.02,0.029,0.03,0.029,0.032,0.035,0.659,2007-07-06,2007-07-06,64,16.0,3,5.66,4467,2609,0,2780,7077,7085,0,0.0,0.0,8,0,0.0,0.0,0.0,0.338,0.0,0.0,0.0,0.0,0.0,0.0,0,8,126.8,1.35,0.0,0.95,4.0,4.0,4.0,4.0,4.0,1.4,0.3,0,0,0,0,0,17.4,427,170,58,23,294,2,60,100,0.0,0.0,0.0,0.0,0.433,0.449,0.446,0.462,0.44,0.381,0.409,06/07/2007
65,2007,188,67,30.5,33.4,22.1,-99.0,7.543,7.313,0.195,7.508,7.313,0.195,0.0,0.0,374.46,277.5,147.71,129.8,0.0,0.0,-99.0,-99.0,-99.0,0.01,0.02,0.03,0.031,0.03,0.037,0.036,0.731,2007-07-07,2007-07-07,65,16.0,3,5.71,4583,2871,0,2889,7455,7475,0,0.0,0.0,21,0,0.0,0.0,0.0,0.432,0.0,0.0,0.0,0.0,0.0,0.0,0,21,124.7,1.36,0.0,0.97,4.0,4.0,4.0,4.0,4.0,1.5,0.38,0,0,0,0,0,19.75,450,193,58,23,294,3,91,100,0.0,0.0,0.0,0.0,0.439,0.454,0.453,0.473,0.468,0.457,0.413,07/07/2007
66,2007,189,68,30.4,33.0,20.5,-99.0,7.403,7.182,0.186,7.368,7.182,0.186,0.0,0.0,381.86,284.87,154.89,129.98,0.0,0.0,-99.0,-99.0,-99.0,0.009,0.019,0.028,0.029,0.029,0.038,0.033,0.718,2007-07-08,2007-07-08,66,17.0,3,5.76,4701,3155,0,2982,7856,7895,0,0.0,0.0,39,0,0.0,0.0,0.0,0.344,0.0,0.0,0.0,0.0,0.0,0.0,0,39,122.5,1.38,0.0,0.99,4.0,4.0,4.0,4.0,4.0,1.57,0.46,0,0,0,0,0,18.75,443,186,58,23,294,3,91,100,0.0,0.0,0.0,0.0,0.435,0.448,0.447,0.464,0.45,0.45,0.411,08/07/2007
67,2007,190,69,13.0,28.6,20.2,-99.0,3.012,2.923,0.073,2.997,2.923,0.073,0.0,0.0,384.87,287.87,157.81,130.06,0.0,0.0,-99.0,-99.0,-99.0,0.004,0.007,0.011,0.011,0.011,0.015,0.013,0.292,2007-07-09,2007-07-09,67,17.0,3,5.72,4744,3262,0,3022,8006,8055,0,0.0,0.0,49,0,0.0,0.0,0.0,0.707,0.0,0.0,0.0,0.0,0.0,0.01,0,49,120.7,1.38,0.0,1.0,4.0,4.0,4.0,4.0,4.0,1.6,0.5,0,0,0,0,0,16.4,459,202,63,23,317,3,91,100,0.0,0.0,0.0,4.46,0.443,0.457,0.457,0.48,0.478,0.465,0.428,09/07/2007
68,2007,191,70,27.5,25.8,14.6,-99.0,5.912,5.729,0.147,5.877,5.729,0.147,0.0,0.0,390.79,293.75,163.54,130.2,0.0,0.0,-99.0,-99.0,-99.0,0.007,0.015,0.022,0.023,0.023,0.03,0.028,0.573,2007-07-10,2007-07-10,68,17.0,3,5.7,4796,3380,0,3194,8177,8254,0,0.0,0.0,77,0,0.0,0.0,0.0,0.509,0.0,0.0,0.0,0.0,0.0,0.01,0,77,118.8,1.38,0.0,1.0,4.0,4.0,4.0,4.0,4.0,1.71,0.63,0,0,0,0,0,12.2,453,196,63,23,317,3,91,100,0.0,0.0,0.0,0.0,0.436,0.449,0.449,0.467,0.465,0.459,0.437,10/07/2007
69,2007,192,71,26.6,26.4,12.1,-99.0,5.646,5.468,0.143,5.611,5.468,0.143,0.0,0.0,396.43,299.36,169.01,130.35,0.0,0.0,-99.0,-99.0,-99.0,0.007,0.014,0.021,0.022,0.022,0.029,0.028,0.547,2007-07-11,2007-07-11,69,17.0,3,5.66,4827,3438,0,3395,8265,8376,0,0.0,0.0,111,0,0.0,0.0,0.0,0.669,0.0,0.0,0.0,0.0,0.0,0.01,0,111,117.2,1.38,0.0,1.0,4.0,4.0,4.0,3.99,3.99,1.73,0.74,0,0,0,0,0,11.25,464,207,70,30,348,3,91,93,0.0,0.0,0.0,7.74,0.44,0.454,0.454,0.475,0.474,0.465,0.465,11/07/2007
70,2007,193,72,14.8,28.1,15.7,-99.0,3.297,3.193,0.086,3.279,3.193,0.086,0.0,0.0,399.73,302.64,172.2,130.43,0.0,0.0,-99.0,-99.0,-99.0,0.004,0.008,0.013,0.013,0.013,0.017,0.017,0.319,2007-07-12,2007-07-12,70,18.0,3,5.62,4866,3532,0,3453,8397,8532,0,0.0,0.0,135,0,0.0,0.0,0.0,0.653,0.0,0.0,0.0,0.0,0.0,0.02,0,135,115.5,1.38,0.0,1.0,3.96,3.96,3.96,3.8,3.8,1.65,0.74,0,0,0,0,0,13.9,463,205,70,31,351,3,91,94,0.0,0.0,0.0,0.07,0.442,0.456,0.456,0.473,0.47,0.462,0.463,12/07/2007
71,2007,194,73,29.9,28.0,12.9,-99.0,6.511,6.299,0.173,6.472,6.299,0.173,0.0,0.0,406.24,309.11,178.5,130.61,0.0,0.0,-99.0,-99.0,-99.0,0.008,0.017,0.026,0.027,0.026,0.035,0.035,0.63,2007-07-13,2007-07-13,71,18.0,3,5.58,4900,3579,0,3676,8479,8674,0,0.0,0.0,196,0,0.0,0.0,0.0,0.646,0.0,0.0,0.0,0.0,0.0,0.02,0,196,114.0,1.38,0.0,1.0,4.0,4.0,4.0,3.83,3.83,1.69,0.85,0,0,0,0,0,12.45,463,206,70,57,352,4,124,92,0.0,0.0,0.0,0.0,0.44,0.454,0.454,0.472,0.471,0.464,0.466,13/07/2007
72,2007,195,74,29.4,31.4,16.4,-99.0,6.835,6.613,0.186,6.799,6.613,0.186,0.0,0.0,413.07,315.91,185.11,130.79,0.0,0.0,-99.0,-99.0,-99.0,0.009,0.018,0.028,0.028,0.028,0.037,0.037,0.661,2007-07-14,2007-07-14,72,18.0,3,5.58,4964,3709,0,3828,8672,8946,0,0.0,0.0,274,0,0.0,0.0,0.0,0.465,0.0,0.0,0.0,0.0,0.0,0.03,0,274,112.4,1.38,0.0,1.0,4.0,4.0,4.0,3.81,3.81,1.69,0.91,0,0,0,0,0,15.9,455,198,70,59,352,4,124,97,0.0,0.0,0.0,0.0,0.435,0.446,0.446,0.46,0.458,0.458,0.461,14/07/2007
73,2007,196,75,27.3,32.2,16.6,-99.0,6.412,6.204,0.175,6.379,6.204,0.175,0.0,0.0,419.49,322.29,191.32,130.97,0.0,0.0,-99.0,-99.0,-99.0,0.008,0.017,0.026,0.027,0.027,0.035,0.035,0.62,2007-07-15,2007-07-15,73,18.0,3,5.55,5007,3755,0,4000,8762,9131,0,0.0,0.0,369,0,0.0,0.0,0.0,0.648,0.0,0.0,0.0,0.0,0.0,0.04,0,369,110.9,1.38,0.0,1.0,4.0,4.0,4.0,3.77,3.77,1.69,0.98,0,0,0,0,0,16.4,463,206,77,66,380,4,124,91,0.0,0.0,0.0,6.66,0.44,0.453,0.453,0.473,0.472,0.465,0.466,15/07/2007
74,2007,197,76,28.4,32.4,17.4,-99.0,6.724,6.503,0.187,6.69,6.503,0.187,0.0,0.0,426.21,328.98,197.82,131.15,0.0,0.0,-99.0,-99.0,-99.0,0.009,0.018,0.028,0.028,0.028,0.037,0.037,0.65,2007-07-16,2007-07-16,74,18.0,3,5.55,5065,3814,0,4153,8879,9376,0,0.0,0.0,498,0,0.0,0.0,0.0,0.547,0.0,0.0,0.0,0.0,0.0,0.05,0,498,109.5,1.38,0.0,1.0,4.0,4.0,4.0,3.74,3.74,1.69,1.03,0,0,0,0,0,16.9,458,201,77,67,383,4,124,95,0.0,0.0,0.0,0.05,0.439,0.452,0.451,0.464,0.462,0.459,0.463,16/07/2007
