,Date,@YEAR,DOY,DAS,DAP,L#SD,GSTD,LAID,LWAD,SWAD,GWAD,RWAD,VWAD,CWAD,G#AD,GWGD,HIAD,PWAD,P#AD,WSPD,WSGD,NSTD,EWSD,PST1A,PST2A,KSTD,LN%D,SH%D,HIPD,PWDD,PWTD,SLAD,CHTD,CWID,RDPD,RL1D,RL2D,RL3D,RL4D,RL5D,RL6D,RL7D,CDAD,LDAD,SDAD,SNW0C,SNW1C,DTTD,CWAD,ETAA,SW1D,SW2D,SW3D,SW4D,SW5D,SW6D,SW7D,SW_Mean
82,08/01/2007,2007,213,84,82,19,4,5.89,6773,6916,0,3105,13689,15162,0,0,0,1473,0,0,0,0,0.294,0,0,0,0,0,0.1,0,1473,86.9,1.53,0,1,4,4,4,4,3.54,1.84,0.58,0,0,0,0,0,17.25,9442,4.719,0.312,0.251,0.229,0.247,0.247,0.29,0.308,0.295571429
83,08/02/2007,2007,214,85,83,19,4,5.8,6683,7122,0,3111,13804,15549,0,0,0,1745,0,0,0,0,0.249,0,0,0,0,0,0.11,0,1745,86.8,1.53,0,1,4,4,4,4,3.55,1.85,0.6,0,0,0,0,0,16.6,9415,1.029,0.232,0.248,0.229,0.247,0.247,0.289,0.308,0.283857143
84,08/03/2007,2007,215,86,84,19,4,5.72,6587,7284,0,3115,13871,15901,0,0,0,2030,0,0,0,0,0.19,0,0,0,0,0,0.13,0,2030,86.8,1.53,0,1,4,4,4,4,3.55,1.85,0.61,0,0,0,0,0,14.9,9381,1.127,0.228,0.245,0.229,0.247,0.247,0.288,0.307,0.269714286
85,08/04/2007,2007,216,87,85,19,4,5.64,6483,7421,0,3121,13904,16305,0,0,0,2401,0,0,0,0,0.102,0,0,0,0,0,0.15,0,2401,87,1.53,0,1,4,4,4,4,3.56,1.86,0.62,0,0,0,0,0,19.65,9339,0.989,0.219,0.242,0.229,0.247,0.247,0.288,0.306,0.266571429
86,08/05/2007,2007,217,88,86,19,4,5.56,6373,7507,0,3123,13880,16608,0,0,0,2728,0,0,0,0,0.05,0,0,0,0,0,0.16,0,2728,87.3,1.53,0,1,4,4,4,4,3.56,1.86,0.64,0,0,0,0,0,18.15,9442,0.79,0.211,0.239,0.229,0.246,0.247,0.287,0.305,0.263571429
87,08/06/2007,2007,218,89,87,19,4,5.49,6257,7575,0,3118,13832,16731,0,0,0,2899,0,0,0,0,0.158,0,0,0,0,0,0.17,0,2899,87.8,1.53,0,1,4,4,4,4,3.56,1.86,0.64,0,0,0,0,0,18.65,9554,2.516,0.435,0.436,0.234,0.246,0.247,0.286,0.304,0.261142857
88,08/07/2007,2007,219,90,88,19,4,5.43,6134,7636,0,3112,13771,16820,0,0,0,3049,0,0,0,0,0.17,0,0,0,0,0,0.18,0,3049,88.5,1.53,0,1,4,4,4,3.99,3.55,1.85,0.64,0,0,0,0,0,16.7,9872,2.722,0.425,0.423,0.238,0.246,0.246,0.286,0.304,0.259
89,08/08/2007,2007,220,91,89,19,4,5.37,6005,7750,0,3106,13756,16907,0,0,0,3151,0,0,0,0,0.454,0,0,0,0,0,0.19,0,3151,89.4,1.53,0,1,4,4,4,3.99,3.54,1.85,0.65,0,0,0,0,0,17.65,10058,5.791,0.419,0.422,0.393,0.246,0.246,0.286,0.303,0.345714286
90,08/09/2007,2007,221,92,90,19,5,5.31,6005,7750,248,3147,13756,17189,2733,9.1,0.014,3024,13,0,0,0,0.444,0,0,0,0,8.2,0.18,0,3024,88.4,1.53,0,1,4,4,4,4,3.62,1.87,0.69,0,0,0,0,0,19.93,10230,6.137,0.416,0.427,0.415,0.289,0.246,0.286,0.303,0.346857143
91,08/10/2007,2007,222,93,91,19,5,5.25,6005,7750,530,3187,13756,17508,2733,19.4,0.03,3306,13,0,0,0,0.435,0,0,0,0,16.02,0.19,0,3306,87.5,1.53,0,1,4,4,4,4,3.69,1.91,0.73,0,0,0,0,0,18.5,10417,5.687,0.414,0.429,0.414,0.341,0.246,0.285,0.303,0.338857143
92,08/11/2007,2007,223,94,92,19,5,5.2,6005,7750,779,3221,13756,17792,2733,28.5,0.044,3555,13,0,0,0,0.367,0,0,0,0,21.92,0.2,0,3555,86.6,1.53,0,1,4,4,4,4,3.75,1.93,0.77,0,0,0,0,0,19.82,10603,4.332,0.394,0.424,0.4,0.328,0.246,0.285,0.303,0.329428571
93,08/12/2007,2007,224,95,93,19,5,5.15,6005,7750,1061,3217,13756,18111,2733,38.8,0.059,3837,13,0,0,0,0.55,0,0,0,0,27.65,0.21,0,3837,85.8,1.53,0,1,4,4,4,4,3.75,1.93,0.77,0,0,0,0,0,18.75,10789,6.134,0.421,0.433,0.428,0.449,0.319,0.285,0.303,0.324857143
94,08/13/2007,2007,225,96,94,19,5,5.1,6005,7750,1327,3257,13756,18413,2733,48.5,0.072,4103,13,0,0,0,0.419,0,0,0,0,32.34,0.22,0,4103,85,1.53,0,1,4,4,4,4,3.82,1.97,0.81,0,0,0,0,0,19.35,10958,6.039,0.403,0.429,0.423,0.432,0.311,0.285,0.302,0.315571429
95,08/14/2007,2007,226,97,95,19,5,5.06,6005,7750,1562,3303,13756,18680,2733,57.2,0.084,4338,13,0,0,0,0.294,0,0,0,0,36.01,0.23,0,4338,84.2,1.53,0,1,4,4,4,4,3.9,2.01,0.86,0,0,0,0,0,20.15,11162,2.068,0.376,0.424,0.416,0.416,0.306,0.285,0.302,0.308714286
96,08/15/2007,2007,227,98,96,19,5,5.02,6005,7623,1844,3287,13628,18873,2733,67.5,0.098,4620,13,0,0,0,0.246,0,0,0,0,39.91,0.24,0,4620,83.5,1.53,0,1,4,4,4,4,3.9,2.01,0.86,0,0,0,0,0,17.8,11348,2.744,0.367,0.422,0.413,0.411,0.305,0.285,0.302,0.302857143
97,08/16/2007,2007,228,99,97,19,5,4.97,6005,7543,2125,3270,13548,19112,2733,77.8,0.111,4902,13,0,0,0,0.284,0,0,0,0,43.36,0.26,0,4902,82.8,1.53,0,1,4,4,4,4,3.9,2.01,0.86,0,0,0,0,0,17.9,11534,2.971,0.428,0.429,0.409,0.404,0.304,0.285,0.302,0.298
98,08/17/2007,2007,229,100,98,19,5,4.94,6005,7468,2407,3254,13474,19357,2733,88.1,0.124,5183,13,0,0,0,0.252,0,0,0,0,46.44,0.27,0,5183,82.2,1.53,0,1,4,4,4,4,3.9,2.01,0.86,0,0,0,0,0,16.55,11720,5.341,0.432,0.436,0.418,0.397,0.302,0.284,0.302,0.290285714
99,08/18/2007,2007,230,101,99,19,5,4.9,6005,7543,2689,3275,13549,19752,2733,98.4,0.136,5465,13,0,0,0,0.219,0,0,0,0,49.2,0.28,0,5465,81.6,1.53,0,1,4,4,4,4,3.94,2.03,0.88,0,0,0,0,0,18.85,11906,5.3,0.417,0.432,0.41,0.381,0.299,0.284,0.301,0.286428571
100,08/19/2007,2007,231,102,100,19,5,4.86,6005,7617,2956,3296,13622,20129,2733,108.1,0.147,5732,13,0,0,0,0.195,0,0,0,0,51.57,0.28,0,5732,81,1.53,0,1,4,4,4,4,3.97,2.04,0.9,0,0,0,0,0,19.4,12093,4.256,0.402,0.429,0.401,0.367,0.296,0.284,0.301,0.279142857
101,08/20/2007,2007,232,103,101,19,5,4.83,6005,7641,3238,3291,13646,20473,2733,118.4,0.158,6014,13,0,0,0,0.309,0,0,0,0,53.84,0.29,0,6014,80.4,1.53,0,1,4,4,4,4,3.97,2.04,0.91,0,0,0,0,0,18.3,12279,5.764,0.431,0.434,0.429,0.414,0.295,0.283,0.301,0.271428571
102,08/21/2007,2007,233,104,102,19,5,4.8,6005,7731,3519,3320,13736,20882,2733,128.8,0.169,6295,13,0,0,0,0.275,0,0,0,0,55.9,0.3,0,6295,79.9,1.53,0,1,4,4,4,4,4,2.07,0.94,0,0,0,0,0,18.8,12465,2.552,0.424,0.43,0.422,0.393,0.291,0.283,0.3,0.266714286
103,08/22/2007,2007,234,105,103,19,5,4.77,6005,7637,3801,3303,13642,21108,2733,139,0.18,6577,13,0,0,0,0.458,0,0,0,0,57.79,0.31,0,6577,79.4,1.53,0,1,4,4,4,4,4,2.07,0.94,0,0,0,0,0,16.9,12634,3.741,0.436,0.435,0.434,0.44,0.29,0.282,0.3,0.263571429
104,08/23/2007,2007,235,106,104,19,5,4.74,6005,7654,4082,3295,13659,21444,2733,149.3,0.19,6858,13,0,0,0,0.46,0,0,0,0,59.52,0.32,0,6858,78.9,1.53,0,1,4,4,4,3.99,3.99,2.06,0.94,0,0,0,0,0,16.35,12838,1.87,0.437,0.435,0.435,0.443,0.358,0.282,0.299,0.260714286
105,08/24/2007,2007,236,107,105,19,5,4.71,6005,7516,4364,3278,13522,21626,2733,159.6,0.202,7140,13,0,0,0,0.406,0,0,0,0,61.12,0.33,0,7140,78.4,1.53,0,1,4,4,4,3.99,3.99,2.06,0.94,0,0,0,0,0,12.5,13024,5.063,0.436,0.434,0.434,0.438,0.353,0.282,0.299,0.314142857
106,08/25/2007,2007,237,108,106,19,5,4.68,6005,7600,4645,3304,13605,22029,2733,169.9,0.211,7421,13,0,0,0,0.396,0,0,0,0,62.59,0.34,0,7421,78,1.53,0,1,4,4,4,4,4,2.09,0.97,0,0,0,0,0,13.6,13185,4.46,0.432,0.431,0.43,0.428,0.337,0.281,0.298,0.310285714
107,08/26/2007,2007,238,109,107,19,5,4.66,6005,7622,4927,3298,13628,22371,2733,180.2,0.22,7703,13,0,0,0,0.314,0,0,0,0,63.96,0.34,0,7703,77.6,1.53,0,1,4,4,4,4,4,2.08,0.97,0,0,0,0,0,15.6,13371,6.012,0.421,0.427,0.427,0.42,0.325,0.281,0.298,0.307714286
108,08/27/2007,2007,239,110,108,19,5,4.63,6005,7734,5169,3338,13739,22758,2733,189.1,0.227,7945,13,0,0,0,0.225,0,0,0,0,65.06,0.35,0,7945,77.1,1.53,0,1,4,4,4,4,4,2.12,1.01,0,0,0,0,0,20.08,13557,4.546,0.402,0.422,0.422,0.406,0.314,0.281,0.298,0.303285714
109,08/28/2007,2007,240,111,109,19,5,4.61,6005,7750,5451,3338,13756,23094,2733,199.4,0.236,8227,13,0,0,0,0.422,0,0,0,0,66.26,0.36,0,8227,76.8,1.53,0,1,4,4,4,4,4,2.12,1.02,0,0,0,0,0,18.3,13743,2.672,0.422,0.433,0.433,0.447,0.454,0.292,0.298,0.293285714
110,08/29/2007,2007,241,112,110,19,5,4.59,6005,7672,5733,3322,13677,23335,2733,209.7,0.246,8509,13,0,0,0,0.391,0,0,0,0,67.37,0.36,0,8509,76.4,1.53,0,1,4,4,4,4,4,2.12,1.02,0,0,0,0,0,12.35,13929,5.296,0.42,0.431,0.432,0.441,0.446,0.293,0.298,0.282857143
111,08/30/2007,2007,242,113,111,19,5,4.57,6005,7750,6014,3347,13756,23734,2733,220,0.253,8790,13,0,0,0,0.387,0,0,0,0,68.42,0.37,0,8790,76,1.53,0,1,4,4,4,4,4,2.14,1.05,0,0,0,0,0,12.4,14116,5.28,0.404,0.427,0.429,0.428,0.434,0.293,0.298,0.272714286
112,08/31/2007,2007,243,114,112,19,5,4.54,6005,7750,6296,3374,13756,24053,2733,230.3,0.262,9072,13,0,0,0,0.283,0,0,0,0,69.4,0.38,0,9072,75.7,1.53,0,1,4,4,4,4,4,2.16,1.07,0,0,0,0,0,13.05,14302,5.411,0.383,0.422,0.424,0.418,0.424,0.293,0.298,0.267714286
113,09/01/2007,2007,244,115,113,19,5,4.53,6005,7750,6577,3400,13756,24373,2733,240.6,0.27,9353,13,0,0,0,0.198,0,0,0,0,70.32,0.38,0,9353,75.4,1.53,0,1,4,4,4,4,4,2.19,1.1,0,0,0,0,0,13.95,14488,5.267,0.361,0.417,0.42,0.407,0.415,0.293,0.298,0.262
114,09/02/2007,2007,245,116,114,19,5,4.51,6005,7750,6859,3420,13756,24692,2733,250.9,0.278,9635,13,0,0,0,0.121,0,0,0,0,71.19,0.39,0,9635,75,1.53,0,1,4,4,4,4,4,2.2,1.12,0,0,0,0,0,14.8,14674,5.404,0.341,0.411,0.415,0.397,0.405,0.293,0.298,0.259428571
115,09/03/2007,2007,246,117,115,19,5,4.49,6005,7750,7140,3441,13756,25012,2733,261.2,0.285,9916,13,0,0,0,0.068,0,0,0,0,72.01,0.4,0,9916,74.7,1.53,0,1,4,4,4,4,4,2.22,1.15,0,0,0,0,0,16.2,14861,5.066,0.322,0.404,0.41,0.387,0.396,0.292,0.297,0.256714286
116,09/04/2007,2007,247,118,116,19,5,4.47,6005,7750,7422,3459,13756,25331,2733,271.5,0.293,10198,13,0,0,0,0.028,0,0,0,0,72.78,0.4,0,10198,74.4,1.53,0,1,4,4,4,4,4,2.24,1.17,0,0,0,0,0,15.55,15047,3.934,0.304,0.396,0.404,0.379,0.387,0.292,0.297,0.254428571
117,09/05/2007,2007,248,119,117,19,5,4.45,6005,7750,7703,3448,13756,25651,2733,281.8,0.3,10479,13,0,0,0,0.003,0,0,0,0,73.51,0.41,0,10479,74.2,1.53,0,1,4,4,4,3.99,3.99,2.23,1.17,0,0,0,0,0,16.6,15233,3.567,0.293,0.39,0.399,0.372,0.381,0.292,0.297,0.252571429
118,09/06/2007,2007,249,120,118,19,5,4.44,6005,7734,7985,3431,13739,25954,2733,292.1,0.308,10761,13,0,0,0,0,0,0,0,0,74.2,0.41,0,10761,73.9,1.53,0,1,4,4,4,3.99,3.99,2.23,1.17,0,0,0,0,0,17.2,15419,4.823,0.292,0.383,0.394,0.366,0.375,0.292,0.297,0.250571429
119,09/07/2007,2007,250,121,119,19,5,4.42,6005,7750,8266,3449,13756,26290,2733,302.4,0.314,11042,13,0,0,0,0,0,0,0,0,74.86,0.42,0,11042,73.6,1.53,0,1,4,4,4,4,4,2.25,1.19,0,0,0,0,0,11.95,15606,4.607,0.283,0.375,0.386,0.359,0.367,0.292,0.297,0.249
120,09/08/2007,2007,251,122,120,19,5,4.41,6005,7750,8548,3462,13756,26610,2733,312.7,0.321,11324,13,0,0,0,0,0,0,0,0,75.49,0.43,0,11324,73.4,1.53,0,1,4,4,4,4,4,2.26,1.21,0,0,0,0,0,11.6,15688,2.34,0.273,0.367,0.379,0.351,0.36,0.292,0.297,0.247428571
121,09/09/2007,2007,252,123,121,19,5,4.39,6005,7674,8829,3445,13679,26853,2733,323,0.329,11605,13,0,0,0,0,0,0,0,0,76.08,0.43,0,11605,73.1,1.53,0,1,4,4,4,4,4,2.26,1.21,0,0,0,0,0,8.45,15889,1.031,0.269,0.363,0.375,0.348,0.356,0.292,0.297,0.254142857
122,09/10/2007,2007,253,124,122,19,5,4.38,6005,7565,9010,3427,13570,26949,2733,329.7,0.334,11786,13,0,0,0,0,0,0,0,0,76.45,0.44,0,11786,72.9,1.53,0,1,4,4,4,4,4,2.26,1.21,0,0,0,0,0,4.25,16076,4.444,0.349,0.361,0.374,0.346,0.355,0.292,0.297,0.252285714
123,09/11/2007,2007,254,125,123,19,5,4.37,6005,7635,9292,3445,13640,27339,2733,340,0.34,12068,13,0,0,0,0,0,0,0,0,77,0.44,0,12068,72.7,1.53,0,1,4,4,4,4,4,2.28,1.23,0,0,0,0,0,8.15,16252,4.518,0.336,0.354,0.367,0.34,0.348,0.292,0.297,0.251
124,09/12/2007,2007,255,126,124,19,5,4.35,6005,7704,9573,3463,13709,27727,2733,350.3,0.345,12349,13,0,0,0,0.015,0,0,0,0,77.52,0.45,0,12349,72.5,1.53,0,1,4,4,4,4,4,2.29,1.25,0,0,0,0,0,8.33,16329,3.896,0.321,0.347,0.36,0.333,0.342,0.292,0.297,0.248
125,09/13/2007,2007,256,127,125,19,5,4.34,6005,7750,9840,3469,13756,28077,2733,360,0.35,12616,13,0,0,0,0.004,0,0,0,0,78,0.45,0,12616,72.3,1.53,0,1,4,4,4,4,4,2.3,1.26,0,0,0,0,0,7.53,16379,3.782,0.308,0.34,0.354,0.327,0.336,0.292,0.297,0.245571429
126,09/14/2007,2007,257,128,126,19,5,4.02,6005,7750,9969,3499,13756,28223,2733,364.7,0.353,12745,13,0,0,0,0,0,0,0,0,78.22,0.45,0,12745,67,1.53,0,1,4,4,4,4,4,2.32,1.29,0,0,0,0,0,3.5,16559,1.15,0.295,0.334,0.348,0.322,0.33,0.292,0.297,0.243428571
127,09/15/2007,2007,258,129,127,19,5,3.28,6005,7732,10055,3482,13737,28302,2733,367.9,0.355,12831,13,0,0,0,0,0,0,0,0,78.36,0.45,0,12831,54.6,1.53,0,1,4,4,4,4,4,2.32,1.29,0,0,0,0,0,2.6,16745,3.426,0.292,0.332,0.346,0.321,0.328,0.292,0.297,0.241142857
128,09/16/2007,2007,259,130,128,19,5,3.28,6005,7741,10329,3469,13746,28623,2733,377.9,0.361,13105,13,0,0,0,0,0,0,0,0,78.82,0.46,0,13105,54.6,1.53,0,1,4,4,4,3.99,3.99,2.31,1.29,0,0,0,0,0,8.01,16830,4.975,0.277,0.326,0.341,0.318,0.323,0.292,0.297,0.239285714
129,09/17/2007,2007,260,131,129,19,5,3.28,6005,7750,10611,3470,13756,28952,2733,388.2,0.367,13387,13,0,0,0,0,0,0,0,0,79.26,0.46,0,13387,54.6,1.53,0,1,4,4,4,4,4,2.32,1.3,0,0,0,0,0,18,17047,1.084,0.267,0.315,0.332,0.313,0.317,0.292,0.297,0.237571429
130,09/18/2007,2007,261,132,130,19,5,3.28,6005,7530,10892,3452,13535,29051,2733,398.5,0.375,13668,13,0,0,0,0,0,0,0,0,79.69,0.47,0,13668,54.6,1.53,0,1,4,4,4,4,4,2.32,1.3,0,0,0,0,0,10.9,17294,3.058,0.436,0.436,0.379,0.313,0.316,0.292,0.297,0.236
131,09/19/2007,2007,262,133,131,19,5,3.28,6005,7496,11174,3435,13502,29337,2733,408.8,0.381,13950,13,0,0,0,0,0,0,0,0,80.1,0.48,0,13950,54.6,1.53,0,1,4,4,4,4,4,2.32,1.3,0,0,0,0,0,9.15,17490,4.399,0.431,0.428,0.374,0.31,0.313,0.291,0.296,0.247571429
132,09/20/2007,2007,263,134,132,19,5,3.28,6005,7496,11174,3435,13502,29337,2733,408.8,0.381,13950,13,0,0,0,0.119,0,0,0,0,80.1,0.48,0,13950,54.6,1.53,0,1,4,4,4,4,4,2.32,1.3,0,0,0,0,0,16,17676,3.215,0.405,0.419,0.366,0.307,0.31,0.291,0.296,0.245714286
133,09/21/2007,2007,264,135,133,19,5,3.28,6005,7496,11174,3435,13502,29337,2733,408.8,0.381,13950,13,0,0,0,0.091,0,0,0,0,80.1,0.48,0,13950,54.6,1.53,0,1,4,4,4,4,4,2.32,1.3,0,0,0,0,0,12.05,17676,4.264,0.386,0.414,0.358,0.305,0.308,0.291,0.296,0.249428571
134,09/22/2007,2007,265,136,134,19,5,3.28,6005,7496,11174,3435,13502,29337,2733,408.8,0.381,13950,13,0,0,0,0.062,0,0,0,0,80.1,0.48,0,13950,54.6,1.53,0,1,4,4,4,4,4,2.32,1.3,0,0,0,0,0,8.76,17676,4.474,0.359,0.408,0.348,0.303,0.305,0.291,0.296,0.246428571
135,09/23/2007,2007,266,137,135,19,5,3.28,6005,7496,11174,3435,13502,29337,2733,408.8,0.381,13950,13,0,0,0,0.062,0,0,0,0,80.1,0.48,0,13950,54.6,1.53,0,1,4,4,4,4,4,2.32,1.3,0,0,0,0,0,0,17676,2.779,0.332,0.399,0.338,0.301,0.303,0.291,0.296,0.244
